ID,Hierarchy,Object,Name,ShortName,LongName,Link,Length,Height,Level,Section,WIND_Left,WIND_Right,WIND_Top,WIND_Bott,WIND_Ks_Left,WIND_Ks_Right,WIND_Ks_Top,WIND_Ks_Bott,Arch
THAnt_ID1608101520_258,1,FeL3,Laibungsstein3,FeL3_Fe09_OFas_RhANT,Laibungsstein3_Fen09_OFas_RhANT,Fe09_OFas_RhANT,"0,32","1,29",2,9,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_262,1,FeL6,Laibungsstein6,FeL6_Fe09_OFas_RhANT,Laibungsstein6_Fen09_OFas_RhANT,Fe09_OFas_RhANT,"0,32","1,29",2,9,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_270,1,FeL6,Laibungsstein6,FeL6_Fe10_OFas_RhANT,Laibungsstein6_Fen10_OFas_RhANT,Fe10_OFas_RhANT,"0,32","1,29",2,13,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_930,1,FeL8,Laibungsstein8,FeL8_Fe5_MRis_OFas_RhANT,Laibungsstein8_Fen05_MRis_OFas_RhANT,Fe5_MRis_OFas_RhANT,"0,32","0,39",3,11,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_929,1,FeL9,Laibungsstein9,FeL9_Fe5_MRis_OFas_RhANT,Laibungsstein9_Fen05_MRis_OFas_RhANT,Fe5_MRis_OFas_RhANT,"0,32","0,35",3,11,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_931,1,FeL7,Laibungsstein7,FeL7_Fe5_MRis_OFas_RhANT,Laibungsstein7_Fen05_MRis_OFas_RhANT,Fe5_MRis_OFas_RhANT,"0,32","0,58",3,11,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_932,1,FeL6,Laibungsstein6,FeL6_Fe5_MRis_OFas_RhANT,Laibungsstein6_Fen05_MRis_OFas_RhANT,Fe5_MRis_OFas_RhANT,"0,32","0,53",3,11,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_949,1,FeL4,Laibungsstein4,FeL4_Fe6_MRis_OFas_RhANT,Laibungsstein4_Fen06_MRis_OFas_RhANT,Fe6_MRis_OFas_RhANT,"0,32","0,76",3,12,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_950,1,FeL3,Laibungsstein3,FeL3_Fe6_MRis_OFas_RhANT,Laibungsstein3_Fen06_MRis_OFas_RhANT,Fe6_MRis_OFas_RhANT,"0,32","0,59",3,12,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_952,1,FeL1,Laibungsstein1,FeL1_Fe6_MRis_OFas_RhANT,Laibungsstein1_Fen06_MRis_OFas_RhANT,Fe6_MRis_OFas_RhANT,"0,32","0,44",3,12,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_944,1,FeL9,Laibungsstein9,FeL9_Fe6_MRis_OFas_RhANT,Laibungsstein9_Fen06_MRis_OFas_RhANT,Fe6_MRis_OFas_RhANT,"0,32","0,44",3,12,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_945,1,FeL8,Laibungsstein8,FeL8_Fe6_MRis_OFas_RhANT,Laibungsstein8_Fen06_MRis_OFas_RhANT,Fe6_MRis_OFas_RhANT,"0,32","0,34",3,12,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_947,1,FeL6,Laibungsstein6,FeL6_Fe6_MRis_OFas_RhANT,Laibungsstein6_Fen06_MRis_OFas_RhANT,Fe6_MRis_OFas_RhANT,"0,32","0,60",3,12,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_948,1,FeL5,Laibungsstein5,FeL5_Fe6_MRis_OFas_RhANT,Laibungsstein5_Fen06_MRis_OFas_RhANT,Fe6_MRis_OFas_RhANT,"0,32","0,55",3,12,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_286,1,FeL17,Laibungsstein17,FeL17_Fe10_OFas_RhANT,Laibungsstein17_Fen10_OFas_RhANT,Fe10_OFas_RhANT,"0,33","0,34",2,13,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_255,1,FeL9,Laibungsstein9,FeL9_Fe09_OFas_RhANT,Laibungsstein9_Fen09_OFas_RhANT,Fe09_OFas_RhANT,"0,33","1,05",2,9,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_256,1,FeL8,Laibungsstein8,FeL8_Fe09_OFas_RhANT,Laibungsstein8_Fen09_OFas_RhANT,Fe09_OFas_RhANT,"0,33","0,62",2,9,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_267,1,FeL21,Laibungsstein21,FeL21_Fe10_OFas_RhANT,Laibungsstein21_Fen10_OFas_RhANT,Fe10_OFas_RhANT,"0,33","1,52",2,13,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_100,1,FeL10,Laibungsstein10,FeL10_Fe01_OFas_RhANT,Laibungsstein10_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,33","0,72",2,1,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_101,1,FeL14,Laibungsstein14,FeL14_Fe01_OFas_RhANT,Laibungsstein14_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,33","0,52",2,1,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_78,1,FeL13,Laibungsstein13,FeL13_Fe01_OFas_RhANT,Laibungsstein13_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,33","0,10",2,1,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_79,1,FeL12,Laibungsstein12,FeL12_Fe01_OFas_RhANT,Laibungsstein12_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,33","0,59",2,1,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_80,1,FeL11,Laibungsstein11,FeL11_Fe01_OFas_RhANT,Laibungsstein11_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,33","0,73",2,1,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_82,1,FeL16,Laibungsstein16,FeL16_Fe01_OFas_RhANT,Laibungsstein16_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,33","0,52",2,1,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_97,1,FeL15,Laibungsstein15,FeL15_Fe01_OFas_RhANT,Laibungsstein15_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,33","0,45",2,1,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_866,1,MS6,Mittelrisalitstein6,MS6_MRis_OFas_RhANT,Mittelrisalitstein6_MRis_OFas_RhANT,MRis_OFas_RhANT,"0,33","0,08",3,0,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_612,1,FeL11,Laibungsstein11,FeL11_Fe27_OFas_RhANT,Laibungsstein11_Fen27_OFas_RhANT,Fe27_OFas_RhANT,"0,33","0,92",3,9,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_241,1,FeL16,Laibungsstein16,FeL16_Fe09_OFas_RhANT,Laibungsstein16_Fen09_OFas_RhANT,Fe09_OFas_RhANT,"0,34","0,68",2,9,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_279,1,FeL13,Laibungsstein13,FeL13_Fe10_OFas_RhANT,Laibungsstein13_Fen10_OFas_RhANT,Fe10_OFas_RhANT,"0,34","0,93",2,13,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_242,1,FeL15,Laibungsstein15,FeL15_Fe09_OFas_RhANT,Laibungsstein15_Fen09_OFas_RhANT,Fe09_OFas_RhANT,"0,34","1,06",2,9,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_278,1,FeL8,Laibungsstein8,FeL8_Fe10_OFas_RhANT,Laibungsstein8_Fen10_OFas_RhANT,Fe10_OFas_RhANT,"0,34","0,84",2,13,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_862,1,MS10,Mittelrisalitstein10,MS10_MRis_OFas_RhANT,Mittelrisalitstein10_MRis_OFas_RhANT,MRis_OFas_RhANT,"0,34","0,77",3,0,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_103,1,FeL11,Laibungsstein11,FeL11_Fe02_OFas_RhANT,Laibungsstein11_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,35","0,79",2,2,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_104,1,FeL10,Laibungsstein10,FeL10_Fe02_OFas_RhANT,Laibungsstein10_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,35","0,54",2,2,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_107,1,FeL15,Laibungsstein15,FeL15_Fe02_OFas_RhANT,Laibungsstein15_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,35","0,51",2,2,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_108,1,FeL14,Laibungsstein14,FeL14_Fe02_OFas_RhANT,Laibungsstein14_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,35","0,51",2,2,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_109,1,FeL13,Laibungsstein13,FeL13_Fe02_OFas_RhANT,Laibungsstein13_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,35","0,35",2,2,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_435,1,FeL7,Laibungsstein7,FeL7_Fe18_OFas_RhANT,Laibungsstein7_Fen18_OFas_RhANT,Fe18_OFas_RhANT,"0,35","0,89",2,21,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_91,1,FeL8,Laibungsstein8,FeL8_Fe01_OFas_RhANT,Laibungsstein8_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,35","0,56",2,1,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_92,1,FeL7,Laibungsstein7,FeL7_Fe01_OFas_RhANT,Laibungsstein7_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,35","0,79",2,1,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_93,1,FeL6,Laibungsstein6,FeL6_Fe01_OFas_RhANT,Laibungsstein6_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,35","0,56",2,1,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_95,1,FeL4,Laibungsstein4,FeL4_Fe01_OFas_RhANT,Laibungsstein4_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,35","0,50",2,1,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_96,1,FeL3,Laibungsstein3,FeL3_Fe01_OFas_RhANT,Laibungsstein3_Fen01_OFas_RhANT,Fe01_OFas_RhANT,"0,35","0,42",2,1,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_119,1,FeL2,Laibungsstein2,FeL2_Fe02_OFas_RhANT,Laibungsstein2_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,35","0,66",2,2,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_125,1,FeL5,Laibungsstein5,FeL5_Fe03_OFas_RhANT,Laibungsstein5_Fen03_OFas_RhANT,Fe03_OFas_RhANT,"0,35","0,92",2,3,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_135,1,FeL4,Laibungsstein4,FeL4_Fe03_OFas_RhANT,Laibungsstein4_Fen03_OFas_RhANT,Fe03_OFas_RhANT,"0,35","1,27",2,3,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_151,1,FeL11,Laibungsstein11,FeL11_Fe04_OFas_RhANT,Laibungsstein11_Fen04_OFas_RhANT,Fe04_OFas_RhANT,"0,35","0,70",2,4,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_152,1,FeL10,Laibungsstein10,FeL10_Fe04_OFas_RhANT,Laibungsstein10_Fen04_OFas_RhANT,Fe04_OFas_RhANT,"0,35","0,22",2,4,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_153,1,FeL9,Laibungsstein9,FeL9_Fe04_OFas_RhANT,Laibungsstein9_Fen04_OFas_RhANT,Fe04_OFas_RhANT,"0,35","1,25",2,4,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_347,1,FeL3,Laibungsstein3,FeL3_Fe13_OFas_RhANT,Laibungsstein3_Fen13_OFas_RhANT,Fe13_OFas_RhANT,"0,35","0,77",2,16,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_358,1,FeL9,Laibungsstein9,FeL9_Fe14_OFas_RhANT,Laibungsstein9_Fen14_OFas_RhANT,Fe14_OFas_RhANT,"0,35","0,63",2,17,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_359,1,FeL8,Laibungsstein8,FeL8_Fe14_OFas_RhANT,Laibungsstein8_Fen14_OFas_RhANT,Fe14_OFas_RhANT,"0,35","0,27",2,17,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_360,1,FeL7,Laibungsstein7,FeL7_Fe14_OFas_RhANT,Laibungsstein7_Fen14_OFas_RhANT,Fe14_OFas_RhANT,"0,35","0,52",2,17,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_362,1,FeL1,Laibungsstein1,FeL1_Fe14_OFas_RhANT,Laibungsstein1_Fen14_OFas_RhANT,Fe14_OFas_RhANT,"0,35","0,89",2,17,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_363,1,FeL2,Laibungsstein2,FeL2_Fe14_OFas_RhANT,Laibungsstein2_Fen14_OFas_RhANT,Fe14_OFas_RhANT,"0,35","0,49",2,17,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_366,1,FeL5,Laibungsstein5,FeL5_Fe14_OFas_RhANT,Laibungsstein5_Fen14_OFas_RhANT,Fe14_OFas_RhANT,"0,35","0,78",2,17,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_375,1,FeL10,Laibungsstein10,FeL10_Fe15_OFas_RhANT,Laibungsstein10_Fen15_OFas_RhANT,Fe15_OFas_RhANT,"0,35","0,53",2,18,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_376,1,FeL9,Laibungsstein9,FeL9_Fe15_OFas_RhANT,Laibungsstein9_Fen15_OFas_RhANT,Fe15_OFas_RhANT,"0,35","0,89",2,18,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_377,1,FeL8,Laibungsstein8,FeL8_Fe15_OFas_RhANT,Laibungsstein8_Fen15_OFas_RhANT,Fe15_OFas_RhANT,"0,35","0,57",2,18,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_378,1,FeL7,Laibungsstein7,FeL7_Fe15_OFas_RhANT,Laibungsstein7_Fen15_OFas_RhANT,Fe15_OFas_RhANT,"0,35","0,85",2,18,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_384,1,FeL5,Laibungsstein5,FeL5_Fe15_OFas_RhANT,Laibungsstein5_Fen15_OFas_RhANT,Fe15_OFas_RhANT,"0,35","0,94",2,18,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_395,1,FeL8,Laibungsstein8,FeL8_Fe16_OFas_RhANT,Laibungsstein8_Fen16_OFas_RhANT,Fe16_OFas_RhANT,"0,35","0,75",2,19,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_396,1,FeL7,Laibungsstein7,FeL7_Fe16_OFas_RhANT,Laibungsstein7_Fen16_OFas_RhANT,Fe16_OFas_RhANT,"0,35","0,49",2,19,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_397,1,FeL6,Laibungsstein6,FeL6_Fe16_OFas_RhANT,Laibungsstein6_Fen16_OFas_RhANT,Fe16_OFas_RhANT,"0,35","0,92",2,19,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_402,1,FeL3,Laibungsstein3,FeL3_Fe16_OFas_RhANT,Laibungsstein3_Fen16_OFas_RhANT,Fe16_OFas_RhANT,"0,35","0,82",2,19,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_413,1,FeL9,Laibungsstein9,FeL9_Fe17_OFas_RhANT,Laibungsstein9_Fen17_OFas_RhANT,Fe17_OFas_RhANT,"0,35","0,75",2,20,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_414,1,FeL8,Laibungsstein8,FeL8_Fe17_OFas_RhANT,Laibungsstein8_Fen17_OFas_RhANT,Fe17_OFas_RhANT,"0,35","0,66",2,20,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_415,1,FeL7,Laibungsstein7,FeL7_Fe17_OFas_RhANT,Laibungsstein7_Fen17_OFas_RhANT,Fe17_OFas_RhANT,"0,35","0,45",2,20,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_416,1,FeL6,Laibungsstein6,FeL6_Fe17_OFas_RhANT,Laibungsstein6_Fen17_OFas_RhANT,Fe17_OFas_RhANT,"0,35","0,28",2,20,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_421,1,FeL3,Laibungsstein3,FeL3_Fe17_OFas_RhANT,Laibungsstein3_Fen17_OFas_RhANT,Fe17_OFas_RhANT,"0,35","0,91",2,20,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_422,1,FeL12,Laibungsstein12,FeL12_Fe18_OFas_RhANT,Laibungsstein12_Fen18_OFas_RhANT,Fe18_OFas_RhANT,"0,35","0,47",2,21,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_423,1,FeL11,Laibungsstein11,FeL11_Fe18_OFas_RhANT,Laibungsstein11_Fen18_OFas_RhANT,Fe18_OFas_RhANT,"0,35","0,85",2,21,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_441,1,FeL4,Laibungsstein4,FeL4_Fe18_OFas_RhANT,Laibungsstein4_Fen18_OFas_RhANT,Fe18_OFas_RhANT,"0,35","0,72",2,21,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_172,1,FeL9,Laibungsstein9,FeL9_Fe05_OFas_RhANT,Laibungsstein9_Fen05_OFas_RhANT,Fe05_OFas_RhANT,"0,35","0,66",2,5,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_173,1,FeL8,Laibungsstein8,FeL8_Fe05_OFas_RhANT,Laibungsstein8_Fen05_OFas_RhANT,Fe05_OFas_RhANT,"0,35","0,69",2,5,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_175,1,FeL11,Laibungsstein11,FeL11_Fe05_OFas_RhANT,Laibungsstein11_Fen05_OFas_RhANT,Fe05_OFas_RhANT,"0,35","0,70",2,5,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_177,1,FeL6,Laibungsstein6,FeL6_Fe05_OFas_RhANT,Laibungsstein6_Fen05_OFas_RhANT,Fe05_OFas_RhANT,"0,35","0,66",2,5,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_178,1,FeL5,Laibungsstein5,FeL5_Fe05_OFas_RhANT,Laibungsstein5_Fen05_OFas_RhANT,Fe05_OFas_RhANT,"0,35","0,84",2,5,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_181,1,FeL2,Laibungsstein2,FeL2_Fe05_OFas_RhANT,Laibungsstein2_Fen05_OFas_RhANT,Fe05_OFas_RhANT,"0,35","0,49",2,5,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_182,1,FeL1,Laibungsstein1,FeL1_Fe05_OFas_RhANT,Laibungsstein1_Fen05_OFas_RhANT,Fe05_OFas_RhANT,"0,35","0,29",2,5,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_192,1,FeL8,Laibungsstein8,FeL8_Fe06_OFas_RhANT,Laibungsstein8_Fen06_OFas_RhANT,Fe06_OFas_RhANT,"0,35","0,83",2,6,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_193,1,FeL7,Laibungsstein7,FeL7_Fe06_OFas_RhANT,Laibungsstein7_Fen06_OFas_RhANT,Fe06_OFas_RhANT,"0,35","0,67",2,6,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_194,1,FeL6,Laibungsstein6,FeL6_Fe06_OFas_RhANT,Laibungsstein6_Fen06_OFas_RhANT,Fe06_OFas_RhANT,"0,35","0,45",2,6,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_196,1,FeL11,Laibungsstein11,FeL11_Fe06_OFas_RhANT,Laibungsstein11_Fen06_OFas_RhANT,Fe06_OFas_RhANT,"0,35","0,50",2,6,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_200,1,FeL3,Laibungsstein3,FeL3_Fe06_OFas_RhANT,Laibungsstein3_Fen06_OFas_RhANT,Fe06_OFas_RhANT,"0,35","0,65",2,6,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_211,1,FeL7,Laibungsstein7,FeL7_Fe07_OFas_RhANT,Laibungsstein7_Fen07_OFas_RhANT,Fe07_OFas_RhANT,"0,35","0,66",2,7,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_213,1,FeL9,Laibungsstein9,FeL9_Fe07_OFas_RhANT,Laibungsstein9_Fen07_OFas_RhANT,Fe07_OFas_RhANT,"0,35","0,71",2,7,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_230,1,FeL9,Laibungsstein9,FeL9_Fe08_OFas_RhANT,Laibungsstein9_Fen08_OFas_RhANT,Fe08_OFas_RhANT,"0,35","0,61",2,8,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_234,1,FeL5,Laibungsstein5,FeL5_Fe08_OFas_RhANT,Laibungsstein5_Fen08_OFas_RhANT,Fe08_OFas_RhANT,"0,35","0,68",2,8,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_239,1,FeL12,Laibungsstein12,FeL12_Fe08_OFas_RhANT,Laibungsstein12_Fen08_OFas_RhANT,Fe08_OFas_RhANT,"0,35","0,64",2,8,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_302,1,FeL11,Laibungsstein11,FeL11_Fe11_OFas_RhANT,Laibungsstein11_Fen11_OFas_RhANT,Fe11_OFas_RhANT,"0,35","0,77",2,14,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_303,1,FeL10,Laibungsstein10,FeL10_Fe11_OFas_RhANT,Laibungsstein10_Fen11_OFas_RhANT,Fe11_OFas_RhANT,"0,35","0,72",2,14,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_304,1,FeL9,Laibungsstein9,FeL9_Fe11_OFas_RhANT,Laibungsstein9_Fen11_OFas_RhANT,Fe11_OFas_RhANT,"0,35","0,54",2,14,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_308,1,FeL5,Laibungsstein5,FeL5_Fe11_OFas_RhANT,Laibungsstein5_Fen11_OFas_RhANT,Fe11_OFas_RhANT,"0,35","0,71",2,14,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_309,1,FeL4,Laibungsstein4,FeL4_Fe11_OFas_RhANT,Laibungsstein4_Fen11_OFas_RhANT,Fe11_OFas_RhANT,"0,35","0,67",2,14,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_322,1,FeL8,Laibungsstein8,FeL8_Fe12_OFas_RhANT,Laibungsstein8_Fen12_OFas_RhANT,Fe12_OFas_RhANT,"0,35","0,54",2,15,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_323,1,FeL7,Laibungsstein7,FeL7_Fe12_OFas_RhANT,Laibungsstein7_Fen12_OFas_RhANT,Fe12_OFas_RhANT,"0,35","0,88",2,15,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_324,1,FeL6,Laibungsstein6,FeL6_Fe12_OFas_RhANT,Laibungsstein6_Fen12_OFas_RhANT,Fe12_OFas_RhANT,"0,35","0,83",2,15,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_328,1,FeL2,Laibungsstein2,FeL2_Fe12_OFas_RhANT,Laibungsstein2_Fen12_OFas_RhANT,Fe12_OFas_RhANT,"0,35","0,46",2,15,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_329,1,FeL1,Laibungsstein1,FeL1_Fe12_OFas_RhANT,Laibungsstein1_Fen12_OFas_RhANT,Fe12_OFas_RhANT,"0,35","0,91",2,15,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_330,1,FeL10,Laibungsstein10,FeL10_Fe13_OFas_RhANT,Laibungsstein10_Fen13_OFas_RhANT,Fe13_OFas_RhANT,"0,35","0,91",2,16,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_342,1,FeL6,Laibungsstein6,FeL6_Fe13_OFas_RhANT,Laibungsstein6_Fen13_OFas_RhANT,Fe13_OFas_RhANT,"0,35","0,64",2,16,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_102,1,FeL12,Laibungsstein12,FeL12_Fe02_OFas_RhANT,Laibungsstein12_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,35","0,69",2,2,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_112,1,FeL9,Laibungsstein9,FeL9_Fe02_OFas_RhANT,Laibungsstein9_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,35","0,69",2,2,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_113,1,FeL8,Laibungsstein8,FeL8_Fe02_OFas_RhANT,Laibungsstein8_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,35","0,93",2,2,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_114,1,FeL7,Laibungsstein7,FeL7_Fe02_OFas_RhANT,Laibungsstein7_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,35","0,50",2,2,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_115,1,FeL6,Laibungsstein6,FeL6_Fe02_OFas_RhANT,Laibungsstein6_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,35","0,74",2,2,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_116,1,FeL5,Laibungsstein5,FeL5_Fe02_OFas_RhANT,Laibungsstein5_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,35","0,74",2,2,0,0,0,0,0,0,0,0,0
THAnt_ID1608101520_117,1,FeL4,Laibungsstein4,FeL4_Fe02_OFas_RhANT,Laibungsstein4_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,35","0,71",2,2,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_118,1,FeL3,Laibungsstein3,FeL3_Fe02_OFas_RhANT,Laibungsstein3_Fen02_OFas_RhANT,Fe02_OFas_RhANT,"0,35","0,71",2,2,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_126,1,FeL6,Laibungsstein6,FeL6_Fe03_OFas_RhANT,Laibungsstein6_Fen03_OFas_RhANT,Fe03_OFas_RhANT,"0,35","0,55",2,3,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_127,1,FeL8,Laibungsstein8,FeL8_Fe03_OFas_RhANT,Laibungsstein8_Fen03_OFas_RhANT,Fe03_OFas_RhANT,"0,35","0,70",2,3,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_128,1,FeL7,Laibungsstein7,FeL7_Fe03_OFas_RhANT,Laibungsstein7_Fen03_OFas_RhANT,Fe03_OFas_RhANT,"0,35","0,70",2,3,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_136,1,FeL3,Laibungsstein3,FeL3_Fe03_OFas_RhANT,Laibungsstein3_Fen03_OFas_RhANT,Fe03_OFas_RhANT,"0,35","0,89",2,3,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_138,1,FeL1,Laibungsstein1,FeL1_Fe03_OFas_RhANT,Laibungsstein1_Fen03_OFas_RhANT,Fe03_OFas_RhANT,"0,35","0,75",2,3,0,1,0,0,0,0,0,0,0
THAnt_ID1608101520_154,1,FeL13,Laibungsstein13,FeL13_Fe04_OFas_RhANT,Laibungsstein13_Fen04_OFas_RhANT,Fe04_OFas_RhANT,"0,35","0,77",2,4,1,0,0,0,0,0,0,0,0
THAnt_ID1608101520_155,1,FeL12,Laibungsstein12,FeL12_Fe04_OFas_RhANT,Laibungsstein12_Fen04_OFas_RhANT,Fe04_OFas_RhANT,"0,35","0,70",2,4,1,0,0,0,0,0,0,0,0
